Date,Product Category,Product Name,Region,Units Sold,Customer Segment,Customer Type,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Competitor Influence,Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Product Launch Date,Competitor Product,Market Share (%),Sales Revenue (USD)
2018-02-20,AI,Quadro P2200,North America,2186.0,AI Researchers,Individual,2.3,170734.76,7,High,0.18,32.0,0.27,69.0,1996-05-19,AMD Radeon RX 7900,36.71,1616296289.83
1999-12-08,Gaming,Tesla T4,Middle East,4732.0,AI Researchers,Business,2.2,158822.41,22,Medium,1.83,17.0,0.26,68.0,2005-01-29,AMD Radeon RX 7900,38.64,289402820.94
2019-11-12,Gaming,RTX 3080,Europe,4353.0,Cloud Providers,Individual,1.7,109888.68,4,Medium,2.87,55.0,0.05,58.0,2002-09-01,Intel Xeon,55.34,3095981096.1
2013-05-31,Gaming,RTX 4090,North America,1312.0,Educational Institutions,Individual,3.5,93208.19,12,Low,0.49,41.0,0.07,56.0,2012-08-28,Google TPU,40.65,307260407.24
1996-04-17,Data Center,Tesla V100,South America,336.0,AI Researchers,Business,3.7,96901.05,24,Low,2.03,82.0,0.13,90.0,2019-05-06,Google TPU,32.44,282537455.93
2007-04-16,Gaming,Quadro P2200,South America,2936.0,Gamers,Individual,1.7,130978.17,8,Low,1.35,23.0,0.13,56.0,2021-10-26,Intel Xeon,57.51,288610282.0
2023-01-25,Data Center,RTX 4090,North America,230.0,Gamers,Individual,3.8,88384.66,13,High,0.46,17.0,0.27,64.0,1994-01-13,AMD Radeon RX 7900,51.12,499144963078.45
2012-11-14,OEM,RTX 3080,APAC,3998.0,AI Researchers,Individual,3.0,149958.45,6,High,4.73,26.0,0.09,68.0,1993-06-13,Intel Xeon,61.22,282338534.17
2004-08-06,Data Center,RTX 3080,Africa,375.0,Gamers,Business,4.5,101304.72,1,Low,1.03,31.0,0.18,63.0,1995-05-03,Intel Xeon,31.13,310559527.21
2000-07-27,AI,Quadro P2200,Middle East,4742.0,AI Researchers,Business,4.2,58604.74,1,Low,3.12,85.0,0.14,88.0,1995-05-15,AMD Radeon RX 6800,60.02,290543063.38
2013-04-29,OEM,Tesla T4,APAC,2620.0,Educational Institutions,Individual,3.5,170524.56,14,Medium,2.01,24.0,0.07,67.0,2006-11-12,Google TPU,30.87,310212171.48
2010-06-10,Data Center,RTX 4090,Africa,2466.0,Gamers,Individual,1.4,27969.08,19,Low,1.21,47.0,0.15,63.0,2014-04-18,Google TPU,67.27,303446333.52
2005-02-27,Data Center,RTX 3080,Africa,1272.0,Gamers,Individual,4.5,42624.05,5,Low,2.2,47.0,0.09,56.0,2019-09-26,Intel Xeon,61.34,302032795.35
2014-10-28,Gaming,Quadro P2200,Africa,4456.0,Educational Institutions,Individual,4.7,18857.09,10,Medium,0.29,18.0,0.17,50.0,2000-05-13,Intel Xeon,59.78,308800771.15
2008-06-10,Data Center,Quadro P2200,Africa,2238.0,Gamers,Individual,2.4,186252.76,17,High,2.23,42.0,0.29,58.0,2015-01-05,Google TPU,69.76,283206034.92
2010-09-17,Gaming,Tesla V100,Africa,2655.0,AI Researchers,Individual,2.9,20663.15,20,Low,1.02,28.0,0.16,68.0,2019-07-03,Google TPU,45.09,299633066.67
1993-10-10,AI,Tesla T4,South America,390.0,Cloud Providers,Business,1.3,20449.36,12,Low,1.86,67.0,0.11,78.0,2012-06-24,AMD Radeon RX 7900,43.69,1133864333.23
2009-05-16,OEM,Tesla T4,Middle East,336.0,Educational Institutions,Business,3.3,44261.42,13,High,0.7,76.0,0.28,66.0,1999-10-14,AMD Radeon RX 7900,65.68,291092340.77
2022-01-25,Gaming,Tesla T4,Africa,4130.0,AI Researchers,Business,1.6,83019.89,1,High,2.22,47.0,0.15,77.0,1997-03-06,Intel Xeon,64.76,279035365131.67
1998-12-08,OEM,Tesla T4,APAC,273.0,Gamers,Business,2.9,14113.09,23,Medium,0.44,60.0,0.21,88.0,2008-10-31,AMD Radeon RX 7900,63.52,304606499.44
2021-09-30,Gaming,Quadro P2200,South America,2068.0,Educational Institutions,Individual,1.7,68134.85,15,High,0.44,60.0,0.11,67.0,2015-06-05,AMD Radeon RX 7900,47.43,69275482066.39
2022-07-09,AI,Tesla V100,Europe,2827.0,AI Researchers,Individual,1.6,163216.78,8,Low,3.26,66.0,0.15,67.0,2013-04-03,AMD Radeon RX 7900,61.05,159960212661.47
2013-10-28,Gaming,RTX 3080,North America,2771.0,Cloud Providers,Business,4.3,185350.9,15,High,0.47,79.0,0.22,84.0,2021-05-19,Intel Xeon,45.34,306362016.18
1997-09-24,OEM,RTX 3080,North America,4574.0,Cloud Providers,Business,4.3,48007.39,4,Low,2.4,27.0,0.1,76.0,2000-01-30,Intel Xeon,44.74,308452207.0
2006-04-07,Data Center,RTX 3080,Africa,2239.0,Gamers,Business,1.3,138692.36,25,Low,4.86,29.0,0.16,61.0,2003-03-30,Google TPU,30.16,306507366.65
2019-09-30,Gaming,RTX 4090,APAC,1587.0,Gamers,Individual,3.8,157137.79,4,High,1.03,29.0,0.23,74.0,1996-01-29,Intel Xeon,59.14,9473735113.66
2013-03-21,Gaming,Tesla V100,Africa,429.0,Cloud Providers,Business,1.4,64586.87,20,High,1.93,62.0,0.12,62.0,1997-04-09,Google TPU,61.09,280335221.28
2009-06-30,Gaming,Quadro P2200,South America,498.0,Gamers,Business,3.1,162861.18,5,Low,2.06,11.0,0.09,78.0,2015-12-04,AMD Radeon RX 7900,55.18,296945013.3
2005-01-11,OEM,Quadro P2200,Europe,4548.0,AI Researchers,Individual,3.8,143974.03,13,Low,3.52,29.0,0.11,81.0,2007-10-14,AMD Radeon RX 6800,41.33,287416534.51
2010-07-16,OEM,RTX 4090,North America,449.0,AI Researchers,Individual,2.1,58564.63,13,High,4.78,24.0,0.2,81.0,2015-10-30,Google TPU,41.53,296199852.27
2008-01-04,Gaming,Tesla V100,North America,1223.0,Educational Institutions,Individual,4.0,75123.99,9,Medium,3.74,68.0,0.24,81.0,1996-12-24,AMD Radeon RX 7900,67.54,283006057.18
2009-09-19,AI,Tesla T4,Europe,3889.0,Cloud Providers,Business,2.0,143416.24,24,High,2.78,43.0,0.05,78.0,2021-05-04,AMD Radeon RX 7900,36.63,296213949.32
2011-09-15,Data Center,Tesla T4,APAC,659.0,Gamers,Individual,1.7,44555.22,20,Medium,4.27,69.0,0.16,55.0,2024-04-09,AMD Radeon RX 6800,37.83,281986271.53
2006-02-05,Data Center,Tesla T4,North America,3409.0,Educational Institutions,Business,3.7,169841.09,15,Medium,3.68,56.0,0.14,57.0,2022-05-02,Google TPU,68.24,306836370.06
2010-10-29,AI,RTX 3080,South America,3146.0,Cloud Providers,Individual,1.2,74167.98,19,Medium,2.94,20.0,0.29,90.0,2013-06-08,Google TPU,51.59,285206750.11
1996-07-12,AI,RTX 4090,Middle East,4767.0,Gamers,Business,4.6,103768.7,19,High,1.36,87.0,0.21,57.0,2019-02-05,Google TPU,36.6,305202567.67
2006-08-17,Data Center,RTX 3080,Middle East,3769.0,AI Researchers,Business,1.8,154484.6,19,Medium,2.09,14.0,0.08,84.0,2018-03-18,Intel Xeon,64.81,308780544.15
2002-08-24,AI,Quadro P2200,North America,2635.0,Gamers,Business,3.1,164603.47,25,High,1.23,25.0,0.12,64.0,2015-08-08,Intel Xeon,61.62,287535914.05
1997-06-18,Data Center,RTX 3080,Middle East,3561.0,AI Researchers,Individual,3.2,52186.69,0,Medium,0.37,65.0,0.07,53.0,2008-07-11,Google TPU,40.29,293078588.14
2005-05-29,AI,RTX 3080,Europe,1103.0,Cloud Providers,Individual,3.8,175925.85,7,High,0.23,58.0,0.22,61.0,2001-07-03,Intel Xeon,53.47,311523524.12
2020-06-04,OEM,RTX 4090,Africa,2996.0,Cloud Providers,Individual,1.2,81890.99,22,High,4.68,31.0,0.22,71.0,2007-06-23,AMD Radeon RX 6800,48.47,1998101374.27
2008-08-28,AI,Tesla T4,North America,1677.0,Cloud Providers,Individual,1.7,90199.42,4,Low,3.06,76.0,0.09,55.0,2018-04-29,Intel Xeon,40.17,295981768.57
1994-03-19,AI,Tesla T4,Middle East,3763.0,AI Researchers,Business,1.7,18123.37,12,Low,2.56,78.0,0.21,81.0,1998-11-17,Google TPU,42.01,1917742911.55
2019-05-09,Gaming,Quadro P2200,Europe,3786.0,Gamers,Business,3.7,94788.08,17,Low,3.41,68.0,0.26,57.0,2011-12-15,Google TPU,64.29,3435986329.65
2001-04-01,OEM,Tesla V100,Middle East,1646.0,Cloud Providers,Business,3.2,191342.87,9,High,4.24,81.0,0.11,53.0,2020-03-12,AMD Radeon RX 6800,42.66,310128673.48
1998-01-01,AI,RTX 4090,Africa,4146.0,Cloud Providers,Business,4.2,60836.94,24,Low,4.29,70.0,0.29,87.0,2019-01-28,Google TPU,66.65,307799385.81
2004-06-26,Gaming,Tesla T4,Europe,106.0,Gamers,Business,3.8,28348.89,17,High,0.92,25.0,0.27,74.0,2009-09-23,Intel Xeon,69.4,300323347.97
2023-07-23,Data Center,Tesla T4,APAC,3257.0,AI Researchers,Business,1.5,99305.51,23,Low,3.74,10.0,0.26,60.0,2019-01-24,Google TPU,48.36,339698841841.63
2010-08-16,OEM,Tesla T4,APAC,742.0,Gamers,Individual,2.6,172696.35,14,Low,1.38,12.0,0.07,76.0,2015-09-07,Intel Xeon,53.15,300498512.2
2019-09-27,AI,Tesla T4,South America,3540.0,AI Researchers,Business,2.7,45760.2,21,High,3.31,40.0,0.26,75.0,2006-12-14,AMD Radeon RX 7900,52.34,5471871863.35
2006-01-27,OEM,RTX 3080,Middle East,3805.0,AI Researchers,Individual,4.9,83638.64,0,High,0.11,43.0,0.12,78.0,2018-02-12,AMD Radeon RX 7900,68.55,311944655.5
1996-11-08,AI,RTX 3080,Europe,595.0,Gamers,Business,1.5,191932.55,20,Low,4.3,39.0,0.15,85.0,2019-07-29,Google TPU,36.99,293531459.37
2008-04-19,AI,Tesla V100,South America,1277.0,AI Researchers,Business,4.2,114665.76,20,High,4.71,60.0,0.16,62.0,1995-09-18,Intel Xeon,39.11,317162568.37
1993-06-13,OEM,RTX 4090,South America,2122.0,AI Researchers,Individual,1.8,118640.53,25,Medium,3.45,84.0,0.15,78.0,2006-01-08,AMD Radeon RX 7900,59.14,1842845699.81
2017-08-06,OEM,Tesla T4,Middle East,3003.0,Gamers,Individual,4.4,112224.25,25,High,2.48,84.0,0.18,86.0,2005-08-31,AMD Radeon RX 7900,43.13,300138695.51
2005-09-11,Data Center,Quadro P2200,APAC,3212.0,AI Researchers,Business,2.2,113104.61,3,Medium,4.39,28.0,0.11,89.0,2004-01-25,Intel Xeon,38.07,294096792.51
1993-06-23,OEM,Tesla T4,North America,2134.0,Educational Institutions,Individual,2.5,183568.34,22,Medium,1.45,64.0,0.27,54.0,2005-10-21,AMD Radeon RX 7900,60.26,1043103677.02
2011-10-10,Data Center,RTX 4090,North America,812.0,Gamers,Business,4.0,161301.32,19,Low,1.91,24.0,0.17,68.0,2009-11-12,AMD Radeon RX 7900,34.87,303575530.64
2010-12-08,OEM,Quadro P2200,North America,2710.0,Educational Institutions,Individual,4.9,148276.26,15,High,3.8,37.0,0.22,72.0,2013-09-12,AMD Radeon RX 7900,40.17,316931177.34
1997-08-31,AI,RTX 3080,South America,2143.0,Cloud Providers,Business,1.1,107276.4,19,Medium,4.24,10.0,0.09,53.0,2009-05-30,AMD Radeon RX 7900,35.38,304017825.0
2022-03-21,OEM,Quadro P2200,South America,1424.0,Cloud Providers,Business,5.0,174700.11,16,Medium,4.29,29.0,0.26,60.0,2000-06-15,AMD Radeon RX 6800,35.79,241231566800.19
2003-02-19,AI,Tesla V100,Middle East,4217.0,Gamers,Individual,4.6,191044.54,6,High,1.27,14.0,0.07,64.0,2004-01-03,AMD Radeon RX 7900,48.6,282019879.25
2014-08-11,AI,Tesla V100,North America,4787.0,Cloud Providers,Business,2.0,146232.51,5,Low,2.05,16.0,0.11,50.0,2013-04-12,AMD Radeon RX 6800,45.41,290971598.19
2016-08-31,Gaming,Tesla V100,Europe,3737.0,Gamers,Business,2.0,25475.85,10,Medium,1.82,25.0,0.22,87.0,2007-11-19,Intel Xeon,33.13,283214125.23
2009-07-13,OEM,RTX 3080,Europe,3297.0,Gamers,Business,3.3,178637.35,24,High,3.62,24.0,0.14,53.0,2008-07-13,Google TPU,61.02,316968169.18
1998-06-22,Data Center,RTX 4090,South America,3556.0,AI Researchers,Business,1.6,58096.37,24,Medium,4.78,15.0,0.23,66.0,2023-09-04,AMD Radeon RX 6800,58.37,298413949.49
1997-02-08,OEM,RTX 4090,Africa,930.0,AI Researchers,Individual,1.1,75549.53,0,Medium,0.21,82.0,0.24,68.0,2013-07-10,AMD Radeon RX 6800,49.45,305649031.75
2016-11-21,Data Center,Quadro P2200,Europe,1185.0,AI Researchers,Individual,4.4,127277.75,3,Low,2.31,40.0,0.09,78.0,2013-08-27,Intel Xeon,30.84,286313936.74
1997-03-09,AI,Tesla T4,APAC,1418.0,Cloud Providers,Business,1.9,65503.48,15,Medium,3.59,10.0,0.22,90.0,2010-11-16,Intel Xeon,48.71,308716245.04
1994-02-25,Data Center,Tesla T4,South America,4206.0,Gamers,Individual,2.2,197736.49,20,Low,4.54,49.0,0.12,51.0,1997-09-05,Intel Xeon,56.16,1254317833.29
1994-12-30,AI,Tesla T4,APAC,4733.0,Cloud Providers,Individual,1.6,41143.66,11,Low,3.9,31.0,0.13,60.0,1996-11-03,AMD Radeon RX 6800,46.2,1584061218.98
2011-07-26,OEM,Tesla V100,Middle East,2607.0,Cloud Providers,Individual,4.4,156347.82,1,Low,4.5,31.0,0.18,54.0,2012-06-14,AMD Radeon RX 6800,37.17,288619260.48
2009-03-05,OEM,Tesla T4,Africa,2288.0,AI Researchers,Individual,2.1,178732.79,21,Medium,4.09,55.0,0.19,68.0,2000-03-03,AMD Radeon RX 7900,64.96,289862732.25
2022-01-04,Data Center,RTX 3080,North America,4552.0,Educational Institutions,Business,1.9,124678.66,19,High,1.05,68.0,0.11,73.0,1999-04-02,AMD Radeon RX 6800,59.41,270761022887.37
2009-05-28,Data Center,RTX 3080,South America,3026.0,Cloud Providers,Business,2.8,14215.01,20,Medium,4.14,52.0,0.13,62.0,2019-01-31,AMD Radeon RX 6800,31.56,290317676.42
1999-04-12,Data Center,RTX 3080,North America,4729.0,AI Researchers,Individual,4.9,113616.41,11,Medium,1.54,20.0,0.15,51.0,2007-01-26,AMD Radeon RX 6800,39.84,319118681.63
1997-08-25,AI,RTX 3080,Africa,4287.0,AI Researchers,Individual,1.0,195655.3,8,Low,3.84,26.0,0.1,65.0,1999-02-22,Intel Xeon,38.89,312888310.46
2005-12-02,Gaming,RTX 4090,Middle East,4689.0,Gamers,Individual,2.9,133134.71,13,Medium,4.55,59.0,0.17,63.0,1995-01-15,AMD Radeon RX 7900,68.07,298922958.24
1994-10-15,Gaming,RTX 3080,APAC,1327.0,Gamers,Individual,2.3,91460.38,0,Low,2.2,48.0,0.21,75.0,2001-06-21,Intel Xeon,61.54,1327601881.01
1993-08-21,Data Center,Tesla V100,Africa,2945.0,Educational Institutions,Business,2.5,97424.3,12,Low,2.13,59.0,0.22,61.0,2004-05-23,Google TPU,32.81,1988852497.87
2001-06-18,Gaming,Quadro P2200,Middle East,4882.0,Educational Institutions,Business,2.6,39682.07,11,High,4.12,63.0,0.23,68.0,2016-05-08,Intel Xeon,66.08,296145955.91
2024-05-19,OEM,RTX 3080,South America,1210.0,Cloud Providers,Business,2.1,177584.63,2,Low,4.37,68.0,0.2,51.0,1999-07-07,AMD Radeon RX 7900,60.57,755132556983.23
2001-08-23,OEM,RTX 4090,North America,573.0,Cloud Providers,Individual,2.3,77093.09,11,Medium,2.61,61.0,0.15,74.0,2006-07-12,AMD Radeon RX 6800,62.28,307147761.64
2024-04-06,Data Center,Tesla V100,North America,835.0,Gamers,Business,2.4,129383.88,1,Medium,2.72,24.0,0.11,72.0,2012-09-17,AMD Radeon RX 7900,67.68,1038592958263.6
2001-01-29,Gaming,Tesla T4,Middle East,1866.0,Cloud Providers,Individual,4.4,72849.86,24,Medium,2.03,20.0,0.07,60.0,2024-01-13,Intel Xeon,48.52,300874615.67
2004-02-12,AI,Tesla T4,South America,2608.0,Educational Institutions,Business,1.7,188513.1,16,Low,4.74,37.0,0.29,82.0,2007-09-15,Google TPU,44.62,286696556.22
1996-11-04,AI,Quadro P2200,North America,1670.0,Cloud Providers,Business,4.8,85485.99,6,Medium,4.72,43.0,0.15,88.0,2018-06-21,Intel Xeon,58.82,315327866.53
2022-04-01,Gaming,Tesla T4,Africa,1940.0,Cloud Providers,Individual,3.3,26850.84,1,High,4.89,43.0,0.29,71.0,2012-01-14,AMD Radeon RX 7900,61.06,178359381165.46
2015-04-02,AI,RTX 4090,APAC,4278.0,Educational Institutions,Individual,3.7,129558.17,23,Low,4.22,78.0,0.17,67.0,2007-11-29,AMD Radeon RX 7900,70.0,293449506.09
2022-03-05,AI,RTX 3080,Europe,3645.0,Gamers,Business,4.8,78532.91,18,Medium,2.34,10.0,0.24,71.0,2016-07-27,Intel Xeon,38.24,171234934946.53
2006-06-05,OEM,Quadro P2200,APAC,3288.0,AI Researchers,Individual,1.8,69264.62,15,Low,0.84,89.0,0.28,90.0,2001-07-29,AMD Radeon RX 7900,35.62,291698218.6
2014-03-18,Gaming,RTX 3080,South America,2027.0,AI Researchers,Business,1.8,187841.75,18,Medium,4.16,19.0,0.14,74.0,1993-07-17,Intel Xeon,44.05,291344530.27
2022-05-28,Data Center,RTX 3080,Middle East,4427.0,Gamers,Individual,4.9,153307.4,10,Medium,1.48,19.0,0.09,61.0,2021-10-20,AMD Radeon RX 6800,30.26,276859042774.61
2003-09-08,AI,RTX 4090,APAC,202.0,Educational Institutions,Individual,3.1,159384.94,9,Low,0.12,39.0,0.13,74.0,2000-09-30,AMD Radeon RX 6800,43.52,285590263.74
2009-05-14,Gaming,Tesla T4,North America,579.0,AI Researchers,Individual,3.4,179330.22,6,Low,4.35,48.0,0.13,90.0,2021-07-15,AMD Radeon RX 6800,62.84,280205422.18
2000-07-13,Data Center,Quadro P2200,Europe,4213.0,AI Researchers,Individual,3.2,41763.44,13,Medium,3.31,37.0,0.27,62.0,2006-08-24,Intel Xeon,41.48,293448329.29
1999-05-03,Data Center,Tesla V100,Africa,1749.0,AI Researchers,Individual,3.0,83131.58,13,Low,1.51,38.0,0.15,62.0,2005-09-13,AMD Radeon RX 6800,36.21,296879678.73
2009-12-14,Data Center,RTX 3080,Middle East,875.0,Educational Institutions,Individual,4.7,56077.43,24,Low,1.73,24.0,0.15,61.0,2009-04-14,Google TPU,33.34,282594730.79
1998-12-21,Data Center,RTX 3080,South America,4870.0,Educational Institutions,Business,2.1,112218.04,14,Low,1.72,63.0,0.21,79.0,2024-09-12,Intel Xeon,49.17,298066955.26
1999-11-13,AI,RTX 4090,APAC,2316.0,AI Researchers,Individual,2.7,83913.66,1,Low,2.42,18.0,0.19,63.0,2012-02-24,Google TPU,32.98,285633198.49
2006-12-06,OEM,Tesla V100,Middle East,3112.0,Gamers,Individual,4.9,55060.06,11,High,4.53,83.0,0.08,62.0,2016-11-14,AMD Radeon RX 7900,69.01,286418539.39
2022-03-26,AI,Quadro P2200,North America,996.0,Cloud Providers,Business,3.1,143791.91,17,Medium,0.7,75.0,0.15,56.0,2023-12-29,Google TPU,31.66,250161787348.52
2000-05-25,AI,RTX 4090,Europe,378.0,Educational Institutions,Individual,3.8,68797.13,7,Low,3.33,23.0,0.25,56.0,2003-08-09,AMD Radeon RX 6800,60.04,308311009.18
2000-01-30,Gaming,RTX 4090,North America,4651.0,Educational Institutions,Individual,2.8,47283.89,7,Low,3.39,38.0,0.08,59.0,2007-11-26,Intel Xeon,49.77,289728075.34
2004-06-01,OEM,RTX 4090,Middle East,543.0,Educational Institutions,Business,3.3,102990.24,22,High,1.49,23.0,0.06,71.0,2001-10-09,Intel Xeon,55.54,300160510.23
1997-03-10,OEM,Tesla V100,South America,4098.0,Educational Institutions,Individual,2.4,31072.24,18,Medium,4.44,35.0,0.05,71.0,1995-02-13,AMD Radeon RX 7900,41.62,283796020.04
2011-01-09,Data Center,RTX 3080,Middle East,2938.0,Gamers,Individual,4.9,127236.15,7,Medium,3.96,44.0,0.11,81.0,2006-02-27,AMD Radeon RX 6800,47.41,292926407.33
2011-02-27,OEM,RTX 3080,APAC,3456.0,Cloud Providers,Individual,1.1,30231.27,15,Low,3.74,16.0,0.27,79.0,2005-02-06,Google TPU,47.17,301426233.05
2002-03-06,OEM,RTX 4090,Europe,3064.0,AI Researchers,Business,2.3,116131.28,19,Low,3.81,41.0,0.21,67.0,2022-12-16,Google TPU,50.59,302027026.88
2005-10-12,AI,RTX 4090,APAC,3683.0,Cloud Providers,Business,3.2,179485.67,21,Medium,4.37,55.0,0.2,67.0,1995-03-01,AMD Radeon RX 7900,54.23,288038758.34
2014-06-24,AI,RTX 3080,Middle East,1494.0,Educational Institutions,Individual,4.2,185666.48,2,Medium,4.15,41.0,0.23,58.0,1995-01-28,AMD Radeon RX 6800,50.73,284461352.45
2009-06-10,OEM,RTX 3080,APAC,1419.0,Gamers,Individual,4.6,76024.66,10,High,3.91,12.0,0.15,65.0,2015-07-09,AMD Radeon RX 7900,65.21,283485817.7
1995-02-28,Data Center,RTX 4090,South America,272.0,Educational Institutions,Business,1.4,62668.99,6,Medium,2.03,43.0,0.14,61.0,1994-10-29,Google TPU,65.12,283245684.13
1995-01-24,AI,Quadro P2200,Middle East,4997.0,AI Researchers,Individual,4.6,47465.66,20,Medium,0.74,30.0,0.27,55.0,1994-06-03,AMD Radeon RX 6800,54.96,306281213.31
2001-04-04,OEM,RTX 4090,Middle East,3764.0,AI Researchers,Individual,4.4,30723.66,24,High,3.27,38.0,0.28,86.0,2000-05-21,Google TPU,41.36,290196577.96
2012-05-05,Data Center,Quadro P2200,Middle East,2660.0,Educational Institutions,Individual,4.9,149585.35,20,Low,2.31,10.0,0.12,78.0,2002-05-18,AMD Radeon RX 7900,64.72,285028254.47
2017-10-02,Gaming,RTX 3080,North America,1864.0,Gamers,Individual,2.6,89326.41,2,High,0.92,53.0,0.14,57.0,1996-09-30,AMD Radeon RX 6800,32.24,319425462.69
2023-06-30,Data Center,Quadro P2200,North America,4007.0,Educational Institutions,Business,2.1,12459.5,1,Low,1.54,49.0,0.27,70.0,2022-03-29,AMD Radeon RX 6800,69.91,376578120567.15
2008-10-17,Gaming,RTX 4090,Middle East,4469.0,Cloud Providers,Individual,1.6,139113.33,23,Medium,3.32,30.0,0.06,60.0,2017-07-02,AMD Radeon RX 6800,50.3,315245070.92
2005-12-29,Data Center,Tesla V100,APAC,776.0,Gamers,Individual,4.7,192176.1,12,Medium,3.32,32.0,0.22,62.0,2015-06-24,AMD Radeon RX 7900,31.72,283224193.91
2016-08-28,Data Center,RTX 3080,North America,3029.0,Educational Institutions,Business,1.6,119407.17,4,High,4.7,49.0,0.09,74.0,1995-09-30,AMD Radeon RX 6800,40.6,303772434.75
2007-09-25,Gaming,Quadro P2200,Europe,3193.0,AI Researchers,Business,1.1,60854.5,1,Medium,3.2,68.0,0.19,63.0,2023-07-29,Google TPU,52.24,313698865.19
2024-08-21,Data Center,Tesla T4,APAC,2561.0,AI Researchers,Business,3.9,74976.61,22,High,2.9,50.0,0.25,87.0,2006-02-03,AMD Radeon RX 6800,60.29,960108384806.54
2000-06-24,OEM,Quadro P2200,North America,478.0,Gamers,Individual,2.7,117846.2,11,High,0.68,33.0,0.05,85.0,2022-12-13,Google TPU,60.13,309516161.88
2004-12-05,AI,RTX 4090,Europe,4288.0,AI Researchers,Business,4.0,42435.06,25,High,4.46,17.0,0.1,59.0,2000-01-18,AMD Radeon RX 7900,68.48,287968396.71
2021-11-13,AI,Tesla T4,Europe,1721.0,Cloud Providers,Individual,3.2,160572.95,22,High,4.76,49.0,0.15,78.0,2024-04-04,Intel Xeon,63.32,47826620547.42
2021-08-20,AI,RTX 3080,Middle East,4780.0,Educational Institutions,Individual,1.2,151328.76,20,Medium,4.75,26.0,0.08,50.0,2004-02-28,AMD Radeon RX 6800,33.43,54635272637.23
2006-11-10,Gaming,RTX 3080,North America,2094.0,AI Researchers,Individual,4.3,107422.49,20,Low,3.71,44.0,0.1,62.0,2009-10-19,AMD Radeon RX 7900,40.65,311868864.21
2024-07-18,Data Center,RTX 4090,South America,3817.0,Cloud Providers,Individual,1.4,97493.79,19,Low,1.88,62.0,0.26,76.0,2001-10-12,Google TPU,68.41,727261979106.77
2003-01-21,Gaming,RTX 3080,North America,523.0,Educational Institutions,Individual,1.2,82583.46,22,High,3.27,40.0,0.1,68.0,2021-11-18,AMD Radeon RX 7900,40.45,292696420.18
2012-01-19,Gaming,Tesla T4,North America,4942.0,Gamers,Business,2.5,168837.21,18,Low,4.81,17.0,0.17,72.0,2013-04-11,AMD Radeon RX 7900,63.49,311937673.7
2000-09-21,AI,Tesla T4,North America,4809.0,Cloud Providers,Business,3.1,77110.0,4,Medium,1.09,73.0,0.25,78.0,2017-12-08,Google TPU,51.63,299168654.37
2005-01-24,Gaming,RTX 4090,Africa,1233.0,Gamers,Business,4.4,89091.0,13,Low,4.91,23.0,0.13,50.0,1994-05-08,Google TPU,61.81,298184276.74
2007-09-19,OEM,Tesla T4,South America,3711.0,Cloud Providers,Business,3.8,48613.22,5,Low,4.77,63.0,0.15,66.0,2000-05-31,AMD Radeon RX 7900,46.05,294940681.03
2021-04-01,Gaming,RTX 4090,North America,525.0,Gamers,Business,1.2,120778.02,1,Low,2.65,59.0,0.09,62.0,2001-12-02,Google TPU,65.12,63132946217.62
2015-07-07,AI,Tesla T4,Africa,3553.0,Educational Institutions,Business,4.0,151081.72,17,Low,3.12,37.0,0.3,68.0,2017-11-15,AMD Radeon RX 7900,32.95,287332549.88
2011-08-08,OEM,Quadro P2200,North America,1422.0,AI Researchers,Business,4.3,113363.88,10,Medium,0.63,49.0,0.25,87.0,2018-07-28,Google TPU,49.51,307869698.14
2001-09-16,Data Center,Quadro P2200,South America,3329.0,AI Researchers,Business,4.3,34225.4,10,Medium,3.39,55.0,0.22,81.0,1996-10-07,Intel Xeon,34.68,295804034.22
1998-05-03,Gaming,RTX 3080,North America,733.0,Gamers,Individual,5.0,187580.31,15,High,4.71,75.0,0.15,80.0,2000-10-16,AMD Radeon RX 6800,53.95,306378699.26
1998-01-19,Data Center,RTX 4090,APAC,195.0,Cloud Providers,Individual,2.6,118354.55,24,High,3.58,12.0,0.27,77.0,2021-03-13,AMD Radeon RX 6800,60.07,303613969.11
2009-04-14,Data Center,RTX 4090,Africa,4318.0,Gamers,Business,1.4,41344.25,17,Medium,3.53,65.0,0.08,89.0,2013-10-30,AMD Radeon RX 6800,60.33,304233514.28
1995-07-20,AI,Tesla V100,North America,4680.0,Gamers,Business,3.8,45965.51,21,Medium,2.58,18.0,0.17,81.0,2016-02-28,Google TPU,51.37,314661580.68
2022-10-19,Gaming,Tesla V100,Africa,879.0,Educational Institutions,Business,1.1,118754.51,25,Medium,3.39,31.0,0.06,79.0,2020-04-02,Google TPU,35.13,178356143381.16
2024-07-26,AI,RTX 3080,APAC,1343.0,Gamers,Business,3.7,11506.65,11,Low,1.13,61.0,0.21,76.0,2013-02-27,AMD Radeon RX 7900,63.88,934287667195.86
2007-09-24,AI,Quadro P2200,Middle East,279.0,AI Researchers,Business,4.2,113677.33,9,High,4.92,28.0,0.09,85.0,2012-08-15,AMD Radeon RX 6800,34.2,308540464.94
2011-06-09,AI,Tesla T4,Middle East,3800.0,Cloud Providers,Individual,4.7,159370.91,24,High,4.88,35.0,0.06,76.0,2021-12-02,AMD Radeon RX 6800,34.16,312326829.97
